pair_index,drug_1,drug_2,defect_class,detail
611,olanzapine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
612,olanzapine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
613,omeprazole,atenolol,duplicate_unordered,"unordered repeat of row 107 (atenolol|omeprazole); direction reversed, no exact ordered duplicate exists"
613,omeprazole,atenolol,hub_pair,"'atenolol' degree 77 (9.3% of rows): hydrophilic beta-blocker, renally cleared, no significant CYP metabolism"
614,omeprazole,levetiracetam,duplicate_unordered,"unordered repeat of row 500 (levetiracetam|omeprazole); direction reversed, no exact ordered duplicate exists"
614,omeprazole,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
615,omeprazole,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
616,omeprazole,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
617,ondansetron,atenolol,hub_pair,"'atenolol' degree 77 (9.3% of rows): hydrophilic beta-blocker, renally cleared, no significant CYP metabolism"
618,ondansetron,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
619,ondansetron,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
620,ondansetron,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
621,ondansetron,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
622,oseltamivir,citalopram,duplicate_unordered,"unordered repeat of row 218 (citalopram|oseltamivir); direction reversed, no exact ordered duplicate exists"
623,oseltamivir,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
624,oseltamivir,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
625,oseltamivir,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
626,oseltamivir,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
627,oseltamivir,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
628,pantoprazole,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
629,pantoprazole,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
630,pantoprazole,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
631,paracetamol,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
631,paracetamol,liraglutide,name_nomenclature_inconsistent,'paracetamol': INN; the RxNorm/USAN preferred term is acetaminophen (IN 161). Inconsistent with the otherwise-USAN naming of the source top-200 US prescription list
632,paracetamol,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
632,paracetamol,sevelamer,name_nomenclature_inconsistent,'paracetamol': INN; the RxNorm/USAN preferred term is acetaminophen (IN 161). Inconsistent with the otherwise-USAN naming of the source top-200 US prescription list
633,paracetamol,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
633,paracetamol,ustekinumab,name_nomenclature_inconsistent,'paracetamol': INN; the RxNorm/USAN preferred term is acetaminophen (IN 161). Inconsistent with the otherwise-USAN naming of the source top-200 US prescription list
634,paroxetine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
635,paroxetine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
636,penicillin,citalopram,duplicate_unordered,"unordered repeat of row 219 (citalopram|penicillin); direction reversed, no exact ordered duplicate exists"
636,penicillin,citalopram,name_ambiguous,"'penicillin': class/stem term, not a dispensable ingredient; does not specify penicillin G (IN 7980) vs penicillin V (IN 7984) vs benzathine/procaine salt, nor route (IV vs oral) — PK and DDI profile differ by salt/route"
636,penicillin,citalopram,name_unresolvable,'penicillin': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
637,penicillin,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
637,penicillin,dalteparin,name_ambiguous,"'penicillin': class/stem term, not a dispensable ingredient; does not specify penicillin G (IN 7980) vs penicillin V (IN 7984) vs benzathine/procaine salt, nor route (IV vs oral) — PK and DDI profile differ by salt/route"
637,penicillin,dalteparin,name_unresolvable,'penicillin': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
638,penicillin,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
638,penicillin,heparin,name_ambiguous,"'penicillin': class/stem term, not a dispensable ingredient; does not specify penicillin G (IN 7980) vs penicillin V (IN 7984) vs benzathine/procaine salt, nor route (IV vs oral) — PK and DDI profile differ by salt/route"
638,penicillin,heparin,name_unresolvable,'penicillin': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
639,penicillin,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
639,penicillin,liraglutide,name_ambiguous,"'penicillin': class/stem term, not a dispensable ingredient; does not specify penicillin G (IN 7980) vs penicillin V (IN 7984) vs benzathine/procaine salt, nor route (IV vs oral) — PK and DDI profile differ by salt/route"
639,penicillin,liraglutide,name_unresolvable,'penicillin': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
640,penicillin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
640,penicillin,sevelamer,name_ambiguous,"'penicillin': class/stem term, not a dispensable ingredient; does not specify penicillin G (IN 7980) vs penicillin V (IN 7984) vs benzathine/procaine salt, nor route (IV vs oral) — PK and DDI profile differ by salt/route"
640,penicillin,sevelamer,name_unresolvable,'penicillin': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
641,penicillin,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
641,penicillin,ustekinumab,name_ambiguous,"'penicillin': class/stem term, not a dispensable ingredient; does not specify penicillin G (IN 7980) vs penicillin V (IN 7984) vs benzathine/procaine salt, nor route (IV vs oral) — PK and DDI profile differ by salt/route"
641,penicillin,ustekinumab,name_unresolvable,'penicillin': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
643,phenazopyridine,conjugated estrogens,name_ambiguous,"'conjugated estrogens': multi-component botanical mixture (IN 4099, 'estrogens, conjugated (USP)'); not a single ingredient — component estrogens have distinct CYP substrate profiles"
644,phenazopyridine,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
645,phenazopyridine,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
646,phenazopyridine,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
647,phenazopyridine,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
648,phenazopyridine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
649,phenytoin,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
650,phenytoin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
651,pravastatin,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
652,pravastatin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
653,pravastatin,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
654,prednisone,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
655,pregabalin,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
656,raloxifene,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
657,raloxifene,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
658,raloxifene,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
659,raloxifene,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
660,raltegravir,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
661,raltegravir,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
662,raltegravir,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
663,raltegravir,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
664,ramipril,citalopram,duplicate_unordered,"unordered repeat of row 221 (citalopram|ramipril); direction reversed, no exact ordered duplicate exists"
665,ramipril,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
666,ramipril,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
667,ramipril,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
668,ramipril,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
669,ranitidine,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
670,ranitidine,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
671,ranitidine,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
672,ranitidine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
673,ranitidine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
674,risperidone,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
675,risperidone,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
676,risperidone,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
677,ropinirole,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
678,ropinirole,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
679,ropinirole,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
680,ropinirole,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
681,ropinirole,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
682,rosuvastatin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
683,rosuvastatin,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
685,salmeterol,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
686,salmeterol,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
687,sevelamer,amoxicillin,duplicate_unordered,"unordered repeat of row 54 (amoxicillin|sevelamer); direction reversed, no exact ordered duplicate exists"
687,sevelamer,amoxicillin,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
688,sevelamer,cefuroxime,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
689,sevelamer,acyclovir,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
690,sevelamer,alfuzosin,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
691,sevelamer,amitriptyline,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
692,sevelamer,bisoprolol,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
693,sevelamer,clonazepam,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
694,sevelamer,clopidogrel,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
695,sevelamer,clotrimazole,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
695,sevelamer,clotrimazole,implausible_coprescription,"clotrimazole here is topical/troche formulation with minimal systemic exposure; a systemic pharmacokinetic interaction is precluded by route, so the negative label is uninformative"
696,sevelamer,finasteride,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
697,sevelamer,fluvoxamine,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
698,sevelamer,gemfibrozil,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
699,sevelamer,glimepiride,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
699,sevelamer,glimepiride,implausible_coprescription,"sevelamer indicates dialysis-dependent CKD (hyperphosphataemia of ESRD), but sulfonylureas are avoided in severe renal impairment (prolonged hypoglycaemia) — the two drugs are not co-prescribable in the same patient, so 'no reported interaction' reflects absent co-exposure"
700,sevelamer,granisetron,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
701,sevelamer,ibuprofen,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
702,sevelamer,irbesartan,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
703,sevelamer,ketoconazole,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
704,sevelamer,lansoprazole,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
705,sevelamer,losartan,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
706,sevelamer,lovastatin,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
707,sevelamer,oxycodone,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
708,sevelamer,pioglitazone,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
709,sevelamer,prednisolone,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
710,sevelamer,quetiapine,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
711,sevelamer,temazepam,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
712,sevelamer,tramadol,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
713,sevelamer,trazodone,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
714,sevelamer,zaleplon,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
715,sevelamer,clarithromycin,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
716,sevelamer,perindopril,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
717,sevelamer,pemetrexed,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
717,sevelamer,pemetrexed,implausible_coprescription,"sevelamer indicates dialysis-dependent CKD (hyperphosphataemia of ESRD), but pemetrexed is contraindicated at CrCl<45 mL/min — the two drugs are not co-prescribable in the same patient, so 'no reported interaction' reflects absent co-exposure"
718,sevelamer,tadalafil,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
719,sevelamer,warfarin,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
720,sevelamer,doxycycline,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
721,sevelamer,lantus,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
721,sevelamer,lantus,name_brand,'lantus': brand name (RxNorm BN 261551); ingredient is insulin glargine (IN 274783)
722,sevelamer,dalteparin,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair; 'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
723,sevelamer,liraglutide,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair; 'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
724,sevelamer,niacin,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
725,sevelamer,omeprazole,duplicate_unordered,"unordered repeat of row 615 (omeprazole|sevelamer); direction reversed, no exact ordered duplicate exists"
725,sevelamer,omeprazole,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
726,sevelamer,pregabalin,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
727,sevelamer,salbutamol,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
727,sevelamer,salbutamol,name_nomenclature_inconsistent,'salbutamol': INN; the RxNorm/USAN preferred term is albuterol (IN 435). Same inconsistency
728,sevelamer,sertraline,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
729,sevelamer,zolmitriptan,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
730,sildenafil,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
731,sildenafil,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
732,sildenafil,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
733,sildenafil,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
734,simvastatin,atenolol,hub_pair,"'atenolol' degree 77 (9.3% of rows): hydrophilic beta-blocker, renally cleared, no significant CYP metabolism"
735,simvastatin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
736,sitagliptin,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
737,sitagliptin,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
738,sitagliptin,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
739,sitagliptin,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
739,sitagliptin,liraglutide,same_class,"both incretin-pathway agents (DPP-4 inhibitor + GLP-1 receptor agonist, ATC A10B); mechanistically redundant and not recommended for combination"
740,sitagliptin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
741,sitagliptin,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
742,solifenacin,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
